Assay_Plate_Barcode,Plate_Map_Name
BR00117060a10x,JUMP-Target-1_compound_platemap
BR00117061a,JUMP-Target-1_compound_platemap
BR00117061a10x,JUMP-Target-1_compound_platemap
BR00117062a,JUMP-Target-1_compound_platemap
BR00117062a10x,JUMP-Target-1_compound_platemap
BR00117063b,JUMP-Target-1_compound_platemap
BR00117063b10x,JUMP-Target-1_compound_platemap
