Assay_Plate_Barcode,Plate_Map_Name
Plate2_PCO_6ch_9site_20XPA,JUMP-MOA_compound_platemap
Plate3_PCO_6ch_9site_20XPA_Crest,JUMP-MOA_compound_platemap
