Assay_Plate_Barcode,Plate_Map_Name
BRO0117014_10x,JUMP-Target-1_compound_platemap
BRO0117033_20x,JUMP-Target-1_compound_platemap
BRO0117033_20xb,JUMP-Target-1_compound_platemap
BRO0117056_20x,JUMP-Target-1_compound_platemap
BRO0117056_20xb,JUMP-Target-1_compound_platemap
BRO0117059_20X,JUMP-Target-1_compound_platemap
BRO0117059_40x,JUMP-Target-1_compound_platemap
BRO01177034_20x,JUMP-Target-1_compound_platemap
