Assay_Plate_Barcode,Plate_Map_Name
Plate2_PCO_6ch_4site_10XPA,JUMP-Target-1_compound_platemap
Plate2_PCO_6ch_9site_20XPA,JUMP-Target-1_compound_platemap
Plate3_PCO_6ch_4site_10XPA_Crest,JUMP-Target-1_compound_platemap
Plate3_PCO_6ch_4site_10XPA_Crestz,JUMP-Target-1_compound_platemap
Plate3_PCO_6ch_4site_20XPA_Crestz,JUMP-Target-1_compound_platemap
Plate3_PCO_6ch_9site_20XPA_Crest,JUMP-Target-1_compound_platemap
Plate3_PCO_6ch_Adaptive_20XPA,JUMP-Target-1_compound_platemap
