Assay_Plate_Barcode,Plate_Map_Name
CP_Broad_Phenix_NC_BIN1_1Plane_P1,JUMP-MOA_compound_platemap
CP_Broad_Phenix_NC_BIN1_1Plane_P2,JUMP-MOA_compound_platemap
CP_Broad_Phenix_NC_BIN1_1Plane_P3,JUMP-MOA_compound_platemap
CP_Broad_Phenix_NC_BIN1_1Plane_P4,JUMP-MOA_compound_platemap
