Assay_Plate_Barcode,Plate_Map_Name
BR00117060a10x,JUMP-MOA_compound_platemap
BR00117061a10x,JUMP-MOA_compound_platemap
BR00117062a10x,JUMP-MOA_compound_platemap
BR00117063b10x,JUMP-MOA_compound_platemap

