Assay_Plate_Barcode,Plate_Map_Name
CPBroadPhenixNC1PlaneP1,JUMP-MOA_compound_platemap
CPBroadPhenixNC1PlaneP2,JUMP-MOA_compound_platemap
CPBroadPhenixNC1PlaneP3,JUMP-MOA_compound_platemap
CPBroadPhenixNC1PlaneP4,JUMP-MOA_compound_platemap
